x	y
0.281230824720012	0.315937198931793
0.370134870223622	0.346720055084536
0.198262702617066	0.282424228801832
0.123676333498922	0.245973241023815
0.059131207965690	0.206342012422167
0.010655087345675	0.163321646004847
0.000000000000000	0.115973595289484
0.467423181359831	0.375980933174342
0.568377724224452	0.403513916172774
0.675270703137538	0.429732824779105
0.787578729658989	0.455086792518548
0.907224244932863	0.479817049245479
1.035779926927224	0.503992233969375
1.173158963010019	0.527923208875292
1.322070133309333	0.551885523322344
1.483299776809198	0.575913496815270
1.659206910461704	0.600110087868288
1.851800788042952	0.624405664150718
2.062304324345016	0.648696273827141
2.293076536319983	0.673084875411775
2.546126677743962	0.697501836573940
2.823550815025096	0.721566662797900
3.127707965115480	0.745382312597875
0.054000847256742	0.072234059177736
0.153631969417435	0.043229410606912
0.272944180009067	0.027827105920617
0.398904403592324	0.017120066872484
0.532120328591548	0.008932258167126
0.673291481358723	0.003608861494339
0.823377826141974	0.000562471988752
0.983515465101324	0.000000000000000
1.155800464644924	0.001540951012348
1.341542552196893	0.004770511005325
1.542314405725290	0.009757318988406
1.760561854814257	0.016293471290756
1.998557103783837	0.024792788611647
2.257523067426107	0.035151319115658
2.539382186885108	0.047610292657167
2.847279818096974	0.062306987255129
3.182438875853767	0.079137451074126
3.547305189739633	0.097893780443321
3.943974826162722	0.118195480846978
4.374107275723141	0.139800329109520
4.838662502669020	0.162120920365579
5.338863421792430	0.185053302779733
5.874883658357468	0.207975751981873
6.446810024996180	0.230577405786945
7.054116620620686	0.251891358135045
7.694444428278887	0.271814650511955
8.366570533178718	0.290451234753093
3.460170805983170	0.769017424983342
3.823298354580268	0.792574958468519
4.218400338330885	0.815640099032931
4.646612859395050	0.838419757026216
5.109595408372869	0.860671709272795
5.608221136880418	0.882119413092354
6.142490044917705	0.902762868484893
6.711930580359085	0.922723087706079
7.316034958437424	0.941395804134534
7.952880738008669	0.958539787915880
8.620859008463261	0.973361121163592
9.316771321226728	0.985342627335700
10.037314298771808	0.993915352636764
10.778302730691939	0.998817972170167
11.534975176766920	1.000000000000000
12.302369271398929	0.997417913423424
13.075191002134902	0.991218238331228
13.847919136089777	0.981506118544270
14.615208756701389	0.968296851311946
15.371603539993693	0.951762979787387
16.112142889182305	0.932109444040361
16.832201876057660	0.909667913004059
17.527668888266557	0.884867723653958
18.195058127422445	0.858220653280620
18.831605465624964	0.830262109966816
19.435171480402893	0.801556340112512
20.004315471589699	0.772559639140227
20.538147176307675	0.743752326125801
21.036614758242372	0.715462522338778
9.067174446531281	0.307435933458544
9.792412542372368	0.322994306712114
10.538379420836218	0.337003102293104
11.300531678341860	0.349201094637015
12.073836745391505	0.359368638913518
12.853043764583328	0.367355225962359
13.632666228085089	0.373141654730378
14.407165540485307	0.376895241475446
15.171335255757311	0.378876461778831
15.920025833488342	0.379412778322688
16.648658112333351	0.378770018744073
17.353114166063001	0.377186943469988
18.029831613988776	0.374851043266243
18.675904083651808	0.371895057620924
19.289177358006548	0.368423196632962
19.867984699924584	0.364532627702524
20.411496364105862	0.360344462417398
20.919380452430357	0.355907145412700
21.391943070493252	0.351407094667342
21.829909537171375	0.346954629257091
22.234459360940768	0.342601228439056
22.607069223344677	0.338474271709250
22.949521408991977	0.334604348625580
23.263903805557177	0.330925258807840
23.551763047218724	0.327598899921024
23.815684868831152	0.324486404632254
24.058185052613805	0.321414387439671
24.280504629679495	0.318641535946381
24.485194358565163	0.316011723735016
24.673861893556474	0.313610848899543
24.848988040555163	0.311248266853614
25.012110501211694	0.308975357522219
25.164766977176534	0.306843500830345
25.308931745908176	0.304765805362824
25.446002603786692	0.302724614706685
25.577447299827345	0.300736790617937
25.704768559362996	0.298836453937079
25.829765778264161	0.296850417826494
25.953976658181290	0.294830062211169
21.499998279199360	0.687969904413587
21.929084329427454	0.661450395813479
22.325070031193885	0.636034907317064
22.689528062466714	0.611792077933821
23.024223345328412	0.588814669658664
23.331051774603857	0.567153963084462
23.612415773561164	0.546757485632905
23.869512715732345	0.527897752041114
24.105818850114435	0.510097179858884
24.322505255185042	0.493579938520340
24.521546208402683	0.478259136610314
24.705789138841929	0.463771340033320
24.875863620219569	0.450427212310173
25.034477176339788	0.437794283007428
25.183062579900248	0.425872154796606
25.323419226771456	0.414487640840088
25.456438384890241	0.403726837896083
25.584286073299950	0.393243769617835
25.708360088380655	0.383020779592374
25.829918321242019	0.372971175068771
25.950760167754549	0.362921769209409
25.951351523968214	0.351541476610765
25.951541280691437	0.340316714436768
25.952167613222699	0.328953680922613
25.952758969436360	0.317573388323968
25.953385301967625	0.306210354809814
